Company,Title,Date,URL,Description
Google,A First for Google: Layoffs,4/3/2008 4:07:13 PM,https://www.cnbc.com/id/23933196,"In the first sizable layoffs in its history, Google is cutting about 300 jobs from the American operations of DoubleClick, the advertising technology company that it acquired recently, according to a person with direct knowledge of Google’s plans.The cuts represent about a quarter of DoubleClick’s A",
Google,5 things to know before the stock market opens Friday,1/20/2023 2:28:44 PM,https://www.cnbc.com/2023/01/20/5-things-to-know-before-the-stock-market-opens-friday-january-20.html,"Here are the most important news items that investors need to start their trading day:1. January rally loses steamJust like many a New Year's resolution, January's stock market rally has faded after just a few weeks. All three major indicies are headed for a losing week, while the Dow turned negativ",
Google,"Here are Friday's biggest analyst calls: Apple, Ford, Amazon, Alphabet, Meta, Walmart, Disney & more",2/3/2023 3:37:04 PM,https://www.cnbc.com/2023/02/03/wall-streets-top-analyst-calls-include-aapl-amzn-tsla.html,"Here are Friday's biggest calls on Wall Street:HSBC downgrades Meta to reduce from holdHSBC downgraded the stock after Wednesday's earnings report and said it sees too many headwinds.""Headwinds include macro, competition and regulation vs one longer-term tailwind that is Meta's lead in MetaverseRBC",
Google,"Hiring slowdowns, manager burnout and other trends that will shape U.S. workplaces in 2023, experts say",1/26/2023 4:56:01 PM,https://www.cnbc.com/2023/01/26/the-top-work-trends-that-will-dominate-the-us-in-2023.html,"If there was any hope during the height of the Covid-19 pandemic that the workplace would one day ""return to normal,"" 2022 dashed that expectation. Hardly anyone has made it through the last 12 months without their work lives disrupted or completely upended. Millions of people lost their jobs or cha",
Google,"Startups find better access to talent as top tech companies cut jobs, freeze hiring",12/29/2022 4:00:02 PM,https://www.cnbc.com/2022/12/29/startups-find-better-access-to-talent-as-top-tech-companies-cut-jobs.html,"When Briana Bell was looking to switch jobs this year after stints at Salesforce and Snap, her approach to the market had changed from prior years.With layoffs hammering the tech industry for the first time in well over a decade and hiring freezes making their way across Silicon Valley, Bell took a",
Google,"Investors have been looking for tech to trim those overhires, says Bernstein's Mark Shmulik",11/18/2022 7:14:29 PM,https://www.cnbc.com/video/2022/11/18/investors-have-been-looking-for-tech-to-trim-those-overhires-says-bernsteins-mark-shmulik.html,"Bernstein's Mark Shmulik joins 'TechCheck' to discuss warning signs of tech layoffs, overhiring in tech as the cost of capital increases, the value of Google's innovation build-out and the risks associated with misspending.",
Google,A second wave of layoffs looms as coronavirus stimulus talks stall: CNBC After Hours,10/9/2020 12:07:29 AM,https://www.cnbc.com/video/2020/10/08/a-second-wave-of-layoffs-looms-as-coronavirus-stimulus-talks-stall.html,"CNBC.com's MacKenzie Sigalos brings you the top business news headlines. On today's show, CNBC's Seema Mody breaks down corporate America's massive wave of layoffs, and explains why more could be coming as large industries and small businesses alike wait for a relief package from Washington. Plus, U",
Google,Former Google activist Claire Stapleton is starting an advice newsletter for frustrated tech workers,5/28/2020 5:00:32 PM,https://www.cnbc.com/2020/05/28/ex-google-activist-claire-stapleton-starts-advice-newsletter.html,"It's been a year since Claire Stapleton left Google, claiming she was unfairly pushed out. Now she's seeking to reprise her early days at Google by offering practical advice to tech workers with an informal weekly newsletter called Tech Support.Stapleton told CNBC it's part of a calling of sorts. Sh",
Google,"NYSE trading glitch, tons of earnings, a Dow comeback — listen to 'The Homestretch'",1/24/2023 9:26:45 PM,https://www.cnbc.com/video/2023/01/24/nyse-glitch-earnings-a-dow-comeback-listen-to-the-homestretch.html,"Here's the transcript for ""The Homestretch"" for Tuesday:>>> GOOD AFTERNOON.>> GOOD AFTERNOON.>> WELL, IT'S ANOTHER DAY.MORE THAN WE EVER HAVE BEEN, ACTUALLY.>> THAT'S RIGHT.NOW!>> ALL RIGHT.>> MAYBE WE KEEP IT TIGHT.HELLO?HELLO?>> IT'S TEN MINUTES.>> ALL RIGHT.WELL, I -- YOU KNOW, I -- WE'RE KIND OF",
Google,#TweepTherapy: Former Twitter employees meet on the platform nearly every 2 weeks to process,12/20/2022 11:54:12 PM,https://www.cnbc.com/2022/12/20/tweep-therapy-fired-twitter-workers-meet-on-twitter-to-process.html,"After the mass layoff of Twitter employees on Nov. 3, a group of former workers turned to the platform's virtual feature for live conversations to process.About ""3,700 people never got to say goodbye to each other. It just sort of happened,"" says Alphonzo Terrell, former global head of social and ed","3,700 people"
